lat,lng,duration,walkTime,walkDistance,transitTime,transfers
41.96594725,-87.69035174,2888,756,919.6986165,1890,0
41.89575039,-87.64856287,1191,679,849.912609,270,0
41.89009271,-87.675659,1537,382,462.9382331,889,1
41.89482932,-87.67335542,1369,455,558.284609,789,1
41.89573728,-87.67338307,1404,370,456.649188,789,1
41.91297227,-87.68194999,1532,660,829.3018647,630,0
41.89865555,-87.67621311,1703,558,696.0153985,930,1
41.91819647,-87.66708157,1664,477,581.2521504,989,1
41.93981496,-87.67714812,1787,221,268.1513835,1428,1
41.91837692,-87.65033874,1632,550,687.0193083,840,0
41.91491295,-87.649316,1380,538,672.5985188,600,0
41.90812261,-87.64422887,1445,508,642.535218,709,1
41.88479289,-87.63316355,636,636,802.5706015,0,0
